name,version,license_expression,license_file_metadata,license_files_found,authors,repository,source
windows-threading,0.1.0,MIT OR Apache-2.0,,license-apache-2.0;license-mit,Microsoft,https://github.com/microsoft/windows-rs,registry+https://github.com/rust-lang/crates.io-index
windows-version,0.1.7,MIT OR Apache-2.0,,license-apache-2.0;license-mit,,https://github.com/microsoft/windows-rs,registry+https://github.com/rust-lang/crates.io-index
windows_aarch64_gnullvm,0.42.2,MIT OR Apache-2.0,,license-apache-2.0;license-mit,Microsoft,https://github.com/microsoft/windows-rs,registry+https://github.com/rust-lang/crates.io-index
windows_aarch64_gnullvm,0.52.6,MIT OR Apache-2.0,,license-apache-2.0;license-mit,Microsoft,https://github.com/microsoft/windows-rs,registry+https://github.com/rust-lang/crates.io-index
windows_aarch64_msvc,0.42.2,MIT OR Apache-2.0,,license-apache-2.0;license-mit,Microsoft,https://github.com/microsoft/windows-rs,registry+https://github.com/rust-lang/crates.io-index
windows_aarch64_msvc,0.52.6,MIT OR Apache-2.0,,license-apache-2.0;license-mit,Microsoft,https://github.com/microsoft/windows-rs,registry+https://github.com/rust-lang/crates.io-index
windows_i686_gnu,0.42.2,MIT OR Apache-2.0,,license-apache-2.0;license-mit,Microsoft,https://github.com/microsoft/windows-rs,registry+https://github.com/rust-lang/crates.io-index
windows_i686_gnu,0.52.6,MIT OR Apache-2.0,,license-apache-2.0;license-mit,Microsoft,https://github.com/microsoft/windows-rs,registry+https://github.com/rust-lang/crates.io-index
windows_i686_gnullvm,0.52.6,MIT OR Apache-2.0,,license-apache-2.0;license-mit,Microsoft,https://github.com/microsoft/windows-rs,registry+https://github.com/rust-lang/crates.io-index
windows_i686_msvc,0.42.2,MIT OR Apache-2.0,,license-apache-2.0;license-mit,Microsoft,https://github.com/microsoft/windows-rs,registry+https://github.com/rust-lang/crates.io-index
windows_i686_msvc,0.52.6,MIT OR Apache-2.0,,license-apache-2.0;license-mit,Microsoft,https://github.com/microsoft/windows-rs,registry+https://github.com/rust-lang/crates.io-index
windows_x86_64_gnu,0.42.2,MIT OR Apache-2.0,,license-apache-2.0;license-mit,Microsoft,https://github.com/microsoft/windows-rs,registry+https://github.com/rust-lang/crates.io-index
windows_x86_64_gnu,0.52.6,MIT OR Apache-2.0,,license-apache-2.0;license-mit,Microsoft,https://github.com/microsoft/windows-rs,registry+https://github.com/rust-lang/crates.io-index
windows_x86_64_gnullvm,0.42.2,MIT OR Apache-2.0,,license-apache-2.0;license-mit,Microsoft,https://github.com/microsoft/windows-rs,registry+https://github.com/rust-lang/crates.io-index
windows_x86_64_gnullvm,0.52.6,MIT OR Apache-2.0,,license-apache-2.0;license-mit,Microsoft,https://github.com/microsoft/windows-rs,registry+https://github.com/rust-lang/crates.io-index
windows_x86_64_msvc,0.42.2,MIT OR Apache-2.0,,license-apache-2.0;license-mit,Microsoft,https://github.com/microsoft/windows-rs,registry+https://github.com/rust-lang/crates.io-index
windows_x86_64_msvc,0.52.6,MIT OR Apache-2.0,,license-apache-2.0;license-mit,Microsoft,https://github.com/microsoft/windows-rs,registry+https://github.com/rust-lang/crates.io-index
winnow,0.5.40,MIT,,LICENSE-MIT,,https://github.com/winnow-rs/winnow,registry+https://github.com/rust-lang/crates.io-index
winnow,0.7.15,MIT,,LICENSE-MIT,,https://github.com/winnow-rs/winnow,registry+https://github.com/rust-lang/crates.io-index
winnow,1.0.4,MIT,,LICENSE-MIT,,https://github.com/winnow-rs/winnow,registry+https://github.com/rust-lang/crates.io-index
winreg,0.55.0,MIT,,LICENSE,Igor Shaula <gentoo90@gmail.com>,https://github.com/gentoo90/winreg-rs,registry+https://github.com/rust-lang/crates.io-index
wit-bindgen,0.57.1,Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT,,LICENSE-APACHE;LICENSE-Apache-2.0_WITH_LLVM-exception;LICENSE-MIT,Alex Crichton <alex@alexcrichton.com>,https://github.com/bytecodealliance/wit-bindgen,registry+https://github.com/rust-lang/crates.io-index
writeable,0.6.4,Unicode-3.0,,LICENSE,The ICU4X Project Developers,https://github.com/unicode-org/icu4x,registry+https://github.com/rust-lang/crates.io-index
wry,0.55.1,Apache-2.0 OR MIT,,LICENSE-APACHE;LICENSE-MIT;LICENSE.spdx,Tauri Programme within The Commons Conservancy,https://github.com/tauri-apps/wry,registry+https://github.com/rust-lang/crates.io-index
x11,2.21.0,MIT,,LICENSE-MIT,daggerbot <daggerbot@gmail.com>; Erle Pereira <erle@erlepereira.com>; AltF02 <contact@altf2.dev>,https://github.com/AltF02/x11-rs.git,registry+https://github.com/rust-lang/crates.io-index
x11-dl,2.21.0,MIT,,LICENSE-MIT,daggerbot <daggerbot@gmail.com>; Erle Pereira <erle@erlepereira.com>; AltF02 <contact@altf2.dev>,https://github.com/AltF02/x11-rs.git,registry+https://github.com/rust-lang/crates.io-index
yoke,0.8.3,Unicode-3.0,,LICENSE,Manish Goregaokar <manishsmail@gmail.com>,https://github.com/unicode-org/icu4x,registry+https://github.com/rust-lang/crates.io-index
yoke-derive,0.8.3,Unicode-3.0,,LICENSE,Manish Goregaokar <manishsmail@gmail.com>,https://github.com/unicode-org/icu4x,registry+https://github.com/rust-lang/crates.io-index
zbus,5.19.0,MIT,,LICENSE,Zeeshan Ali Khan <zeeshanak@gnome.org>,https://github.com/z-galaxy/zbus/,registry+https://github.com/rust-lang/crates.io-index
zbus_macros,5.19.0,MIT,,LICENSE,Marc-André Lureau <marcandre.lureau@redhat.com>; Zeeshan Ali Khan <zeeshanak@gnome.org>,https://github.com/z-galaxy/zbus/,registry+https://github.com/rust-lang/crates.io-index
zbus_names,4.3.4,MIT,,LICENSE,Zeeshan Ali Khan <zeeshanak@gnome.org>,https://github.com/z-galaxy/zbus/,registry+https://github.com/rust-lang/crates.io-index
zcheapstr,1.1.0,MIT,,LICENSE,Zeeshan Ali Khan <zeeshanak@gnome.org>,https://github.com/z-galaxy/zcheapstr/,registry+https://github.com/rust-lang/crates.io-index
zerocopy,0.8.57,BSD-2-Clause OR Apache-2.0 OR MIT,,LICENSE-APACHE;LICENSE-BSD;LICENSE-MIT,,https://github.com/google/zerocopy,registry+https://github.com/rust-lang/crates.io-index
zerocopy-derive,0.8.57,BSD-2-Clause OR Apache-2.0 OR MIT,,LICENSE-APACHE;LICENSE-BSD;LICENSE-MIT,,https://github.com/google/zerocopy,registry+https://github.com/rust-lang/crates.io-index
zerofrom,0.1.8,Unicode-3.0,,LICENSE,The ICU4X Project Developers,https://github.com/unicode-org/icu4x,registry+https://github.com/rust-lang/crates.io-index
zerofrom-derive,0.1.8,Unicode-3.0,,LICENSE,Manish Goregaokar <manishsmail@gmail.com>,https://github.com/unicode-org/icu4x,registry+https://github.com/rust-lang/crates.io-index
zeroize,1.9.0,Apache-2.0 OR MIT,,LICENSE-APACHE;LICENSE-MIT,The RustCrypto Project Developers,https://github.com/RustCrypto/utils,registry+https://github.com/rust-lang/crates.io-index
zerotrie,0.2.5,Unicode-3.0,,LICENSE,The ICU4X Project Developers,https://github.com/unicode-org/icu4x,registry+https://github.com/rust-lang/crates.io-index
zerovec,0.11.8,Unicode-3.0,,LICENSE,The ICU4X Project Developers,https://github.com/unicode-org/icu4x,registry+https://github.com/rust-lang/crates.io-index
zerovec-derive,0.11.6,Unicode-3.0,,LICENSE,Manish Goregaokar <manishsmail@gmail.com>,https://github.com/unicode-org/icu4x,registry+https://github.com/rust-lang/crates.io-index
zlib-rs,0.6.8,Zlib,,LICENSE,,https://github.com/trifectatechfoundation/zlib-rs,registry+https://github.com/rust-lang/crates.io-index
zmij,1.0.23,MIT,,LICENSE-MIT,David Tolnay <dtolnay@gmail.com>,https://github.com/dtolnay/zmij,registry+https://github.com/rust-lang/crates.io-index
zvariant,5.15.0,MIT,,LICENSE,Zeeshan Ali Khan <zeeshanak@gnome.org>,https://github.com/z-galaxy/zbus/,registry+https://github.com/rust-lang/crates.io-index
zvariant_derive,5.15.0,MIT,,LICENSE,Zeeshan Ali Khan <zeeshanak@gnome.org>,https://github.com/z-galaxy/zbus/,registry+https://github.com/rust-lang/crates.io-index
zvariant_utils,4.2.0,MIT,,LICENSE,Zeeshan Ali Khan <zeeshanak@gnome.org>; turbocooler <turbocooler@cocaine.ninja>,https://github.com/z-galaxy/zbus/,registry+https://github.com/rust-lang/crates.io-index
